signature_id,interaction_id,fusion_id,matched_signature_name,signature_score,decision,confidence,matched_components_count,missing_components_count,recommendation
SIG-5F2FB3A2,INT-0002,FUSED-INT-0002,StandardMotorcycleSnatch,0.8,High Confidence Match,0.6634,3,1,FLAGGED FOR HIGH-PRIORITY FORENSIC REVIEW: Interaction INT-0002 exhibits strong signature alignment (80%). Export forensic video clip for investigation.
SIG-03E3D33B,INT-0003,FUSED-INT-0003,StandardMotorcycleSnatch,0.4,Weak Match,0.3192,2,2,ROUTINE RECORD: Interaction INT-0003 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-5811305F,INT-0001,FUSED-INT-0001,StandardMotorcycleSnatch,0.0,No Match,0.0,0,4,ROUTINE RECORD: Interaction INT-0001 exhibits low signature alignment (0%). No immediate forensic action required.
SIG-8F8505A0,INT-0002,FUSED-INT-0002,StandardMotorcycleSnatch,0.8,High Confidence Match,0.6634,3,1,FLAGGED FOR HIGH-PRIORITY FORENSIC REVIEW: Interaction INT-0002 exhibits strong signature alignment (80%). Export forensic video clip for investigation.
SIG-192C4631,INT-0003,FUSED-INT-0003,StandardMotorcycleSnatch,0.4,Weak Match,0.3176,2,2,ROUTINE RECORD: Interaction INT-0003 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-1CDC8A55,INT-0001,FUSED-INT-0001,StandardMotorcycleSnatch,0.0,No Match,0.0,0,4,ROUTINE RECORD: Interaction INT-0001 exhibits low signature alignment (0%). No immediate forensic action required.
SIG-66A0F3D1,INT-0002,FUSED-INT-0002,StandardMotorcycleSnatch,0.8,High Confidence Match,0.6634,3,1,FLAGGED FOR HIGH-PRIORITY FORENSIC REVIEW: Interaction INT-0002 exhibits strong signature alignment (80%). Export forensic video clip for investigation.
SIG-A5DF47EE,INT-0003,FUSED-INT-0003,StandardMotorcycleSnatch,0.4,Weak Match,0.3176,2,2,ROUTINE RECORD: Interaction INT-0003 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-0183B74F,INT-0001,FUSED-INT-0001,StandardMotorcycleSnatch,0.0,No Match,0.0,0,4,ROUTINE RECORD: Interaction INT-0001 exhibits low signature alignment (0%). No immediate forensic action required.
SIG-D2D7C495,INT-0002,FUSED-INT-0002,StandardMotorcycleSnatch,0.8,High Confidence Match,0.6634,3,1,FLAGGED FOR HIGH-PRIORITY FORENSIC REVIEW: Interaction INT-0002 exhibits strong signature alignment (80%). Export forensic video clip for investigation.
SIG-F9289727,INT-0003,FUSED-INT-0003,StandardMotorcycleSnatch,0.4,Weak Match,0.3165,2,2,ROUTINE RECORD: Interaction INT-0003 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-DAF3E8F8,INT-0001,FUSED-INT-0001,StandardMotorcycleSnatch,0.0,No Match,0.0,0,4,ROUTINE RECORD: Interaction INT-0001 exhibits low signature alignment (0%). No immediate forensic action required.
SIG-23206683,INT-0002,FUSED-INT-0002,StandardMotorcycleSnatch,0.8,High Confidence Match,0.6634,3,1,FLAGGED FOR HIGH-PRIORITY FORENSIC REVIEW: Interaction INT-0002 exhibits strong signature alignment (80%). Export forensic video clip for investigation.
SIG-A1E872F6,INT-0003,FUSED-INT-0003,StandardMotorcycleSnatch,0.4,Weak Match,0.3185,2,2,ROUTINE RECORD: Interaction INT-0003 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-D4E489F7,INT-0001,FUSED-INT-0001,StandardMotorcycleSnatch,0.0,No Match,0.0,0,4,ROUTINE RECORD: Interaction INT-0001 exhibits low signature alignment (0%). No immediate forensic action required.
SIG-13E998AA,INT-0002,FUSED-INT-0002,StandardMotorcycleSnatch,0.8,High Confidence Match,0.6634,3,1,FLAGGED FOR HIGH-PRIORITY FORENSIC REVIEW: Interaction INT-0002 exhibits strong signature alignment (80%). Export forensic video clip for investigation.
SIG-243D83D2,INT-0003,FUSED-INT-0003,StandardMotorcycleSnatch,0.4,Weak Match,0.3196,2,2,ROUTINE RECORD: Interaction INT-0003 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-6E8CA385,INT-0001,FUSED-INT-0001,StandardMotorcycleSnatch,0.0,No Match,0.0,0,4,ROUTINE RECORD: Interaction INT-0001 exhibits low signature alignment (0%). No immediate forensic action required.
SIG-F6474E11,INT-0002,FUSED-INT-0002,StandardMotorcycleSnatch,0.8,High Confidence Match,0.6634,3,1,FLAGGED FOR HIGH-PRIORITY FORENSIC REVIEW: Interaction INT-0002 exhibits strong signature alignment (80%). Export forensic video clip for investigation.
SIG-FFEA1DF1,INT-0003,FUSED-INT-0003,StandardMotorcycleSnatch,0.4,Weak Match,0.3206,2,2,ROUTINE RECORD: Interaction INT-0003 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-EE7AD8CF,INT-0001,FUSED-INT-0001,StandardMotorcycleSnatch,0.0,No Match,0.0,0,4,ROUTINE RECORD: Interaction INT-0001 exhibits low signature alignment (0%). No immediate forensic action required.
SIG-6EA8699C,INT-0002,FUSED-INT-0002,StandardMotorcycleSnatch,0.8,High Confidence Match,0.6634,3,1,FLAGGED FOR HIGH-PRIORITY FORENSIC REVIEW: Interaction INT-0002 exhibits strong signature alignment (80%). Export forensic video clip for investigation.
SIG-FAE93F5E,INT-0003,FUSED-INT-0003,StandardMotorcycleSnatch,0.4,Weak Match,0.3219,2,2,ROUTINE RECORD: Interaction INT-0003 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-3EF24F7C,INT-0001,FUSED-INT-0001,StandardMotorcycleSnatch,0.0,No Match,0.0,0,4,ROUTINE RECORD: Interaction INT-0001 exhibits low signature alignment (0%). No immediate forensic action required.
SIG-1686E243,INT-0002,FUSED-INT-0002,StandardMotorcycleSnatch,0.8,High Confidence Match,0.6634,3,1,FLAGGED FOR HIGH-PRIORITY FORENSIC REVIEW: Interaction INT-0002 exhibits strong signature alignment (80%). Export forensic video clip for investigation.
SIG-58C6DD69,INT-0003,FUSED-INT-0003,StandardMotorcycleSnatch,0.4,Weak Match,0.3218,2,2,ROUTINE RECORD: Interaction INT-0003 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-8F96069C,INT-0001,FUSED-INT-0001,StandardMotorcycleSnatch,0.0,No Match,0.0,0,4,ROUTINE RECORD: Interaction INT-0001 exhibits low signature alignment (0%). No immediate forensic action required.
SIG-59C1F57D,INT-0002,FUSED-INT-0002,StandardMotorcycleSnatch,0.8,High Confidence Match,0.6634,3,1,FLAGGED FOR HIGH-PRIORITY FORENSIC REVIEW: Interaction INT-0002 exhibits strong signature alignment (80%). Export forensic video clip for investigation.
SIG-2CB281E3,INT-0003,FUSED-INT-0003,StandardMotorcycleSnatch,0.4,Weak Match,0.3234,2,2,ROUTINE RECORD: Interaction INT-0003 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-3DDEA1B5,INT-0001,FUSED-INT-0001,StandardMotorcycleSnatch,0.0,No Match,0.0,0,4,ROUTINE RECORD: Interaction INT-0001 exhibits low signature alignment (0%). No immediate forensic action required.
SIG-43BE1FCB,INT-0002,FUSED-INT-0002,StandardMotorcycleSnatch,0.8,High Confidence Match,0.6634,3,1,FLAGGED FOR HIGH-PRIORITY FORENSIC REVIEW: Interaction INT-0002 exhibits strong signature alignment (80%). Export forensic video clip for investigation.
SIG-E3584C81,INT-0003,FUSED-INT-0003,StandardMotorcycleSnatch,0.4,Weak Match,0.3242,2,2,ROUTINE RECORD: Interaction INT-0003 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-313A1156,INT-0001,FUSED-INT-0001,StandardMotorcycleSnatch,0.0,No Match,0.0,0,4,ROUTINE RECORD: Interaction INT-0001 exhibits low signature alignment (0%). No immediate forensic action required.
SIG-CBD9C3C3,INT-0002,FUSED-INT-0002,StandardMotorcycleSnatch,0.8,High Confidence Match,0.6634,3,1,FLAGGED FOR HIGH-PRIORITY FORENSIC REVIEW: Interaction INT-0002 exhibits strong signature alignment (80%). Export forensic video clip for investigation.
SIG-3C082B25,INT-0003,FUSED-INT-0003,StandardMotorcycleSnatch,0.4,Weak Match,0.3252,2,2,ROUTINE RECORD: Interaction INT-0003 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-0A1F6913,INT-0001,FUSED-INT-0001,StandardMotorcycleSnatch,0.0,No Match,0.0,0,4,ROUTINE RECORD: Interaction INT-0001 exhibits low signature alignment (0%). No immediate forensic action required.
SIG-401410F6,INT-0002,FUSED-INT-0002,StandardMotorcycleSnatch,0.8,High Confidence Match,0.6634,3,1,FLAGGED FOR HIGH-PRIORITY FORENSIC REVIEW: Interaction INT-0002 exhibits strong signature alignment (80%). Export forensic video clip for investigation.
SIG-F95B8C8B,INT-0003,FUSED-INT-0003,StandardMotorcycleSnatch,0.4,Weak Match,0.3245,2,2,ROUTINE RECORD: Interaction INT-0003 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-06B60B56,INT-0001,FUSED-INT-0001,StandardMotorcycleSnatch,0.0,No Match,0.0,0,4,ROUTINE RECORD: Interaction INT-0001 exhibits low signature alignment (0%). No immediate forensic action required.
SIG-AED792BC,INT-0002,FUSED-INT-0002,StandardMotorcycleSnatch,0.8,High Confidence Match,0.6634,3,1,FLAGGED FOR HIGH-PRIORITY FORENSIC REVIEW: Interaction INT-0002 exhibits strong signature alignment (80%). Export forensic video clip for investigation.
SIG-B1FE6FDC,INT-0003,FUSED-INT-0003,StandardMotorcycleSnatch,0.4,Weak Match,0.3236,2,2,ROUTINE RECORD: Interaction INT-0003 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-1557B74B,INT-0001,FUSED-INT-0001,StandardMotorcycleSnatch,0.0,No Match,0.0,0,4,ROUTINE RECORD: Interaction INT-0001 exhibits low signature alignment (0%). No immediate forensic action required.
SIG-74551B5E,INT-0002,FUSED-INT-0002,StandardMotorcycleSnatch,0.8,High Confidence Match,0.6634,3,1,FLAGGED FOR HIGH-PRIORITY FORENSIC REVIEW: Interaction INT-0002 exhibits strong signature alignment (80%). Export forensic video clip for investigation.
SIG-BF61A4D0,INT-0003,FUSED-INT-0003,StandardMotorcycleSnatch,0.4,Weak Match,0.3246,2,2,ROUTINE RECORD: Interaction INT-0003 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-FE82CEB3,INT-0001,FUSED-INT-0001,StandardMotorcycleSnatch,0.0,No Match,0.0,0,4,ROUTINE RECORD: Interaction INT-0001 exhibits low signature alignment (0%). No immediate forensic action required.
SIG-DA44D8C0,INT-0002,FUSED-INT-0002,StandardMotorcycleSnatch,0.8,High Confidence Match,0.6634,3,1,FLAGGED FOR HIGH-PRIORITY FORENSIC REVIEW: Interaction INT-0002 exhibits strong signature alignment (80%). Export forensic video clip for investigation.
SIG-E37AF764,INT-0003,FUSED-INT-0003,StandardMotorcycleSnatch,0.4,Weak Match,0.3251,2,2,ROUTINE RECORD: Interaction INT-0003 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-B24674DF,INT-0001,FUSED-INT-0001,StandardMotorcycleSnatch,0.0,No Match,0.0,0,4,ROUTINE RECORD: Interaction INT-0001 exhibits low signature alignment (0%). No immediate forensic action required.
SIG-02B3992D,INT-0002,FUSED-INT-0002,StandardMotorcycleSnatch,0.8,High Confidence Match,0.6634,3,1,FLAGGED FOR HIGH-PRIORITY FORENSIC REVIEW: Interaction INT-0002 exhibits strong signature alignment (80%). Export forensic video clip for investigation.
SIG-D6B34D6B,INT-0003,FUSED-INT-0003,StandardMotorcycleSnatch,0.4,Weak Match,0.3252,2,2,ROUTINE RECORD: Interaction INT-0003 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-56B6AFA6,INT-0001,FUSED-INT-0001,StandardMotorcycleSnatch,0.0,No Match,0.0,0,4,ROUTINE RECORD: Interaction INT-0001 exhibits low signature alignment (0%). No immediate forensic action required.
SIG-3D48BC1E,INT-0002,FUSED-INT-0002,StandardMotorcycleSnatch,0.8,High Confidence Match,0.6634,3,1,FLAGGED FOR HIGH-PRIORITY FORENSIC REVIEW: Interaction INT-0002 exhibits strong signature alignment (80%). Export forensic video clip for investigation.
SIG-E9C6BC04,INT-0003,FUSED-INT-0003,StandardMotorcycleSnatch,0.4,Weak Match,0.3253,2,2,ROUTINE RECORD: Interaction INT-0003 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-A0B75DAC,INT-0001,FUSED-INT-0001,StandardMotorcycleSnatch,0.0,No Match,0.0,0,4,ROUTINE RECORD: Interaction INT-0001 exhibits low signature alignment (0%). No immediate forensic action required.
SIG-CC01CBA5,INT-0002,FUSED-INT-0002,StandardMotorcycleSnatch,0.8,High Confidence Match,0.6634,3,1,FLAGGED FOR HIGH-PRIORITY FORENSIC REVIEW: Interaction INT-0002 exhibits strong signature alignment (80%). Export forensic video clip for investigation.
SIG-429DA6AC,INT-0003,FUSED-INT-0003,StandardMotorcycleSnatch,0.4,Weak Match,0.325,2,2,ROUTINE RECORD: Interaction INT-0003 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-96293F23,INT-0001,FUSED-INT-0001,StandardMotorcycleSnatch,0.0,No Match,0.0,0,4,ROUTINE RECORD: Interaction INT-0001 exhibits low signature alignment (0%). No immediate forensic action required.
SIG-B3457F7B,INT-0002,FUSED-INT-0002,StandardMotorcycleSnatch,0.8,High Confidence Match,0.6634,3,1,FLAGGED FOR HIGH-PRIORITY FORENSIC REVIEW: Interaction INT-0002 exhibits strong signature alignment (80%). Export forensic video clip for investigation.
SIG-1EEFA8F9,INT-0003,FUSED-INT-0003,StandardMotorcycleSnatch,0.4,Weak Match,0.3255,2,2,ROUTINE RECORD: Interaction INT-0003 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-457F7680,INT-0001,FUSED-INT-0001,StandardMotorcycleSnatch,0.0,No Match,0.0,0,4,ROUTINE RECORD: Interaction INT-0001 exhibits low signature alignment (0%). No immediate forensic action required.
SIG-49BD7214,INT-0002,FUSED-INT-0002,StandardMotorcycleSnatch,0.8,High Confidence Match,0.6634,3,1,FLAGGED FOR HIGH-PRIORITY FORENSIC REVIEW: Interaction INT-0002 exhibits strong signature alignment (80%). Export forensic video clip for investigation.
SIG-A319AEEF,INT-0003,FUSED-INT-0003,StandardMotorcycleSnatch,0.4,Weak Match,0.3252,2,2,ROUTINE RECORD: Interaction INT-0003 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-3B3ECED9,INT-0001,FUSED-INT-0001,StandardMotorcycleSnatch,0.0,No Match,0.0,0,4,ROUTINE RECORD: Interaction INT-0001 exhibits low signature alignment (0%). No immediate forensic action required.
SIG-39108881,INT-0002,FUSED-INT-0002,StandardMotorcycleSnatch,0.8,High Confidence Match,0.6634,3,1,FLAGGED FOR HIGH-PRIORITY FORENSIC REVIEW: Interaction INT-0002 exhibits strong signature alignment (80%). Export forensic video clip for investigation.
SIG-2FAC8662,INT-0003,FUSED-INT-0003,StandardMotorcycleSnatch,0.4,Weak Match,0.3248,2,2,ROUTINE RECORD: Interaction INT-0003 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-D94280AE,INT-0001,FUSED-INT-0001,StandardMotorcycleSnatch,0.0,No Match,0.0,0,4,ROUTINE RECORD: Interaction INT-0001 exhibits low signature alignment (0%). No immediate forensic action required.
SIG-8A903E91,INT-0002,FUSED-INT-0002,StandardMotorcycleSnatch,0.8,High Confidence Match,0.6634,3,1,FLAGGED FOR HIGH-PRIORITY FORENSIC REVIEW: Interaction INT-0002 exhibits strong signature alignment (80%). Export forensic video clip for investigation.
SIG-627D7D6B,INT-0003,FUSED-INT-0003,StandardMotorcycleSnatch,0.4,Weak Match,0.3246,2,2,ROUTINE RECORD: Interaction INT-0003 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-7CECE2F9,INT-0001,FUSED-INT-0001,StandardMotorcycleSnatch,0.0,No Match,0.0,0,4,ROUTINE RECORD: Interaction INT-0001 exhibits low signature alignment (0%). No immediate forensic action required.
SIG-E244DBCF,INT-0002,FUSED-INT-0002,StandardMotorcycleSnatch,0.8,High Confidence Match,0.6634,3,1,FLAGGED FOR HIGH-PRIORITY FORENSIC REVIEW: Interaction INT-0002 exhibits strong signature alignment (80%). Export forensic video clip for investigation.
SIG-F8B1C073,INT-0003,FUSED-INT-0003,StandardMotorcycleSnatch,0.4,Weak Match,0.3244,2,2,ROUTINE RECORD: Interaction INT-0003 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-EF6ACE45,INT-0001,FUSED-INT-0001,StandardMotorcycleSnatch,0.0,No Match,0.0,0,4,ROUTINE RECORD: Interaction INT-0001 exhibits low signature alignment (0%). No immediate forensic action required.
SIG-AA637560,INT-0002,FUSED-INT-0002,StandardMotorcycleSnatch,0.8,High Confidence Match,0.6634,3,1,FLAGGED FOR HIGH-PRIORITY FORENSIC REVIEW: Interaction INT-0002 exhibits strong signature alignment (80%). Export forensic video clip for investigation.
SIG-B3F57EB5,INT-0003,FUSED-INT-0003,StandardMotorcycleSnatch,0.4,Weak Match,0.3244,2,2,ROUTINE RECORD: Interaction INT-0003 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-DCBEE7DE,INT-0001,FUSED-INT-0001,StandardMotorcycleSnatch,0.0,No Match,0.0,0,4,ROUTINE RECORD: Interaction INT-0001 exhibits low signature alignment (0%). No immediate forensic action required.
SIG-437F6BC2,INT-0002,FUSED-INT-0002,StandardMotorcycleSnatch,0.8,High Confidence Match,0.6634,3,1,FLAGGED FOR HIGH-PRIORITY FORENSIC REVIEW: Interaction INT-0002 exhibits strong signature alignment (80%). Export forensic video clip for investigation.
SIG-B5965B9D,INT-0003,FUSED-INT-0003,StandardMotorcycleSnatch,0.4,Weak Match,0.3242,2,2,ROUTINE RECORD: Interaction INT-0003 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-F8785F9B,INT-0001,FUSED-INT-0001,StandardMotorcycleSnatch,0.0,No Match,0.0,0,4,ROUTINE RECORD: Interaction INT-0001 exhibits low signature alignment (0%). No immediate forensic action required.
SIG-26B73923,INT-0002,FUSED-INT-0002,StandardMotorcycleSnatch,0.8,High Confidence Match,0.6634,3,1,FLAGGED FOR HIGH-PRIORITY FORENSIC REVIEW: Interaction INT-0002 exhibits strong signature alignment (80%). Export forensic video clip for investigation.
SIG-7DA72B01,INT-0003,FUSED-INT-0003,StandardMotorcycleSnatch,0.4,Weak Match,0.3245,2,2,ROUTINE RECORD: Interaction INT-0003 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-ECC99F6F,INT-0001,FUSED-INT-0001,StandardMotorcycleSnatch,0.0,No Match,0.0,0,4,ROUTINE RECORD: Interaction INT-0001 exhibits low signature alignment (0%). No immediate forensic action required.
SIG-5D7E5D38,INT-0002,FUSED-INT-0002,StandardMotorcycleSnatch,0.8,High Confidence Match,0.6634,3,1,FLAGGED FOR HIGH-PRIORITY FORENSIC REVIEW: Interaction INT-0002 exhibits strong signature alignment (80%). Export forensic video clip for investigation.
SIG-01237CD7,INT-0003,FUSED-INT-0003,StandardMotorcycleSnatch,0.4,Weak Match,0.3241,2,2,ROUTINE RECORD: Interaction INT-0003 exhibits low signature alignment (40%). No immediate forensic action required.
SIG-BE09CA47,INT-0001,FUSED-INT-0001,StandardMotorcycleSnatch,0.0,No Match,0.0,0,4,ROUTINE RECORD: Interaction INT-0001 exhibits low signature alignment (0%). No immediate forensic action required.
SIG-EB5F0F54,INT-0002,FUSED-INT-0002,StandardMotorcycleSnatch,0.8,High Confidence Match,0.6634,3,1,FLAGGED FOR HIGH-PRIORITY FORENSIC REVIEW: Interaction INT-0002 exhibits strong signature alignment (80%). Export forensic video clip for investigation.
